loan_id,customer_id,branch_id,loan_type,loan_amount,interest_rate,loan_start_date,loan_term_months,outstanding_balance,payment_status,risk_level
L000290,C08898,BR020,Personal,792097152.18,17.51,2024-09-18,60,436760506.08,Current,Medium
L000291,C04471,BR041,Auto,174222353.94,11.7,2020-12-30,36,79004011.64,Current,Low
L000292,C05531,BR022,Personal,44998505.89,11.9,2025-09-08,36,17286085.02,Current,Low
L000293,C04845,BR011,Personal,127846369.33,15.1,2022-06-28,24,66168328.62,Current,Low
L000294,C02251,BR019,Mortgage,1674604681.08,5.78,2023-07-10,180,1375325282.06,Late,Medium
L000295,C04027,BR045,Personal,533611666.77,13.04,2026-08-16,60,367710097.68,Default,Low
L000296,C00029,BR030,Personal,97709729.09,12.99,2025-11-04,24,69146992.0,Late,Medium
L000297,C03997,BR026,Personal,58700703.14,17.15,2022-11-22,60,23920900.0,Current,Low
L000298,C06248,BR024,Mortgage,432495421.05,9.54,2025-02-25,240,179485480.01,Current,Low
L000299,C06223,BR020,Personal,276054198.36,10.48,2026-02-06,60,97677031.97,Current,Low
L000300,C04946,BR022,Business,941984301.87,9.26,2024-10-28,12,577017921.7,Late,High
L000301,C07394,BR021,Business,1190497420.02,10.38,2025-11-01,84,547928283.63,Late,Medium
L000302,C04050,BR027,Business,689464030.5,14.7,2022-07-16,84,350082220.22,Late,High
L000303,C09868,BR035,Mortgage,340442417.4,8.69,2025-07-07,240,224815713.28,Current,Medium
L000304,C09660,BR004,Personal,193030655.46,10.29,2026-03-06,48,125217574.63,Late,High
L000305,C05251,BR046,Personal,950224549.68,11.83,2025-08-20,60,534199186.06,Current,Low
L000306,C05165,BR041,Mortgage,10000000000.0,5.55,2025-12-05,120,7969897317.31,Late,Low
L000307,C00195,BR016,Auto,616641694.9,8.2,2026-08-29,72,111139100.11,Current,Low
L000308,C05822,BR037,Personal,30152021.26,17.63,2025-04-14,12,18606873.88,Late,High
L000309,C06428,BR028,Personal,307606655.08,10.81,2021-06-14,24,137950642.71,Current,High
L000310,C06133,BR013,Mortgage,547788167.83,6.38,2022-09-04,180,292569398.25,Current,Medium
L000311,C04944,BR031,Personal,170458036.45,12.0,2020-06-29,48,87453770.73,Current,Low
L000312,C02940,BR034,Mortgage,945736548.08,6.94,2025-05-27,300,877736859.02,Default,Medium
L000313,C08685,BR028,Personal,46526480.77,17.86,2025-03-29,24,23996460.75,Current,Low
L000314,C07830,BR035,Mortgage,254486449.38,9.01,2025-01-10,120,40890657.79,Current,Medium
L000315,C09873,BR042,Auto,218371407.41,8.87,2025-07-21,60,172377114.69,Current,Low
L000316,C00916,BR012,Personal,151173070.98,14.59,2023-05-08,48,103435524.03,Default,High
L000317,C02925,BR036,Auto,575232163.56,10.1,2020-10-18,60,268137583.16,Current,Medium
L000318,C01399,BR025,Auto,71981177.53,7.77,2026-05-13,72,34238507.98,Late,Medium
L000319,C01497,BR010,Mortgage,419776013.01,6.36,2022-07-10,180,267917993.51,Current,Medium
L000320,C03248,BR015,Mortgage,984285544.26,8.93,2026-04-04,240,837806236.36,Default,High
L000321,C07158,BR016,Personal,186207093.1,12.96,2026-06-07,48,125324822.44,Late,High
L000322,C08486,BR024,Personal,186031903.99,14.78,2026-08-25,12,111190203.98,Current,Medium
L000323,C02275,BR019,Auto,239383565.6,9.64,2023-03-01,60,88985835.38,Current,Low
L000324,C04870,BR006,Auto,269262548.75,7.79,2025-12-13,48,112685795.04,Current,Medium
L000325,C05232,BR044,Auto,166816966.35,10.69,2026-04-10,36,129468370.17,Default,Medium
L000326,C00605,BR008,Mortgage,2691202965.19,10.43,2026-05-21,180,1496330537.78,Current,Medium
L000327,C00420,BR003,Auto,141079878.39,7.22,2025-01-08,72,97594538.55,Default,High
L000328,C08985,BR034,Mortgage,372968403.68,6.76,2026-07-21,120,147706857.36,Current,Medium
L000329,C04465,BR028,Mortgage,452197083.55,8.26,2021-06-20,240,189073418.15,Late,Medium
L000330,C02403,BR046,Personal,52251349.44,12.2,2022-05-26,48,5832127.27,Current,Low
L000331,C09850,BR001,Mortgage,1696707196.28,7.19,2026-05-05,240,842533523.14,Current,Medium
L000332,C05553,BR016,Personal,60008823.4,12.51,2024-09-05,48,26065182.57,Late,High
L000333,C01989,BR038,Personal,153097397.38,16.27,2023-04-14,24,94570242.46,Current,Low
L000334,C06445,BR050,Personal,269134770.64,13.76,2024-06-19,60,88528538.64,Current,Low
L000335,C04123,BR029,Auto,178314803.76,8.18,2025-02-03,48,39797123.09,Current,Low
L000336,C03535,BR028,Mortgage,285593517.65,9.82,2020-09-21,120,182426866.98,Current,Low
L000337,C01572,BR006,Personal,494739967.91,13.25,2025-01-19,36,325151289.19,Current,Medium
L000338,C08269,BR010,Auto,237372810.57,8.65,2024-08-21,60,41556579.25,Current,High
L000339,C08901,BR036,Personal,123669793.73,14.83,2024-08-22,12,83807043.48,Current,Medium
L000340,C04477,BR008,Business,711364597.44,10.81,2026-01-08,12,559468470.29,Current,Low
L000341,C05316,BR016,Auto,276025122.21,7.28,2025-08-07,72,191342667.29,Default,High
L000342,C04728,BR046,Personal,29443790.7,10.72,2024-11-02,36,8519608.65,Current,Low
L000343,C09195,BR048,Auto,152272100.81,9.12,2022-12-25,48,117404035.34,Default,High
L000344,C01736,BR007,Business,455209597.12,9.35,2025-12-16,24,45657743.94,Current,High
L000345,C02204,BR038,Business,374331694.22,10.07,2025-12-25,12,256798367.77,Current,Medium
L000346,C04039,BR002,Auto,1556774668.35,10.77,2026-02-23,36,896392942.9,Current,Low
L000347,C04440,BR046,Mortgage,590073751.7,10.12,2026-08-08,180,405414907.74,Late,Medium
L000348,C05026,BR044,Personal,1366739483.7,12.1,2026-02-13,48,454300847.59,Current,Low
L000349,C06935,BR028,Personal,131808670.55,13.46,2025-06-25,24,60032076.56,Late,High
L000350,C03898,BR046,Auto,234939370.02,12.49,2022-10-05,48,109860335.89,Current,Low
L000351,C00168,BR004,Auto,1128114576.59,11.52,2024-12-01,36,574813961.0,Current,Medium
L000352,C03280,BR034,Personal,240824292.54,16.94,2025-05-01,24,104847366.69,Current,Low
L000353,C08655,BR002,Personal,39496001.66,11.09,2025-05-21,60,20558579.45,Current,Low
L000354,C03914,BR031,Auto,150075891.62,11.48,2026-07-25,60,69357359.41,Current,Low
L000355,C04153,BR038,Auto,99202522.19,11.06,2023-09-30,48,48531871.73,Current,Low
L000356,C00731,BR019,Business,1061092616.08,14.38,2025-11-11,12,143635694.4,Current,Low
L000357,C07396,BR033,Business,389600230.58,10.98,2021-07-02,24,268244463.0,Current,Medium
L000358,C08097,BR043,Personal,83743898.68,17.68,2026-08-26,12,8879844.69,Current,Low
L000359,C01223,BR028,Business,734603757.26,13.63,2026-08-31,60,112057093.13,Current,Medium
L000360,C09247,BR025,Mortgage,709793514.22,9.16,2024-07-22,120,399760686.14,Current,Low
L000361,C04286,BR035,Auto,2624072629.4,11.5,2026-03-05,48,528459838.24,Current,Low
L000362,C09639,BR040,Business,217713887.59,13.11,2026-05-24,12,153321512.73,Current,Low
L000363,C06907,BR040,Personal,99811526.46,16.55,2025-11-07,48,33951569.89,Current,Medium
L000364,C06981,BR041,Business,518462257.73,7.58,2024-02-28,24,188692439.91,Current,Low
L000365,C08017,BR008,Personal,1391817150.57,10.98,2025-05-18,36,1041573875.98,Current,Low
L000366,C06041,BR049,Auto,94517904.22,7.53,2024-09-29,48,22981866.67,Current,Medium
L000367,C07067,BR022,Personal,102060095.21,15.07,2024-05-17,24,14608825.14,Current,Low
L000368,C06128,BR027,Mortgage,397551844.54,5.6,2026-07-29,180,99489519.64,Current,Medium
L000369,C00875,BR018,Auto,244021558.44,9.83,2025-12-29,72,192769415.2,Current,Low
L000370,C06515,BR012,Mortgage,884633669.4,6.71,2024-01-23,300,391589811.66,Current,High
L000371,C00823,BR022,Personal,140319506.24,11.83,2020-10-31,24,87600353.67,Current,Low
L000372,C03639,BR008,Auto,180102600.92,8.92,2026-03-04,60,63642207.18,Current,High
L000373,C01619,BR043,Personal,90947796.17,10.47,2026-04-17,60,61517406.01,Current,Low
L000374,C02544,BR035,Personal,196610802.93,13.96,2023-10-27,36,65616593.04,Current,Low
L000375,C06600,BR029,Personal,145548298.34,12.78,2025-03-28,48,51260361.49,Current,Low
L000376,C09638,BR009,Mortgage,664477310.23,5.83,2023-11-22,120,136395932.79,Current,Medium
L000377,C07408,BR036,Auto,235641496.28,7.58,2021-11-13,72,85885029.33,Current,High
L000378,C07320,BR022,Auto,146593007.69,12.39,2026-07-05,48,87634157.48,Current,Low
L000379,C04291,BR047,Personal,351738516.48,11.23,2025-02-11,60,209204964.51,Current,Low
L000380,C00256,BR035,Mortgage,366792079.96,6.1,2024-02-08,180,72067811.3,Current,Medium
L000381,C00667,BR004,Auto,370829387.99,11.36,2025-10-10,36,200562681.88,Current,Low
L000382,C04837,BR007,Personal,98760858.31,10.22,2022-08-04,60,12559705.41,Current,Low
L000383,C05151,BR040,Mortgage,386744763.74,7.39,2023-09-20,120,295559460.44,Current,Medium
L000384,C04293,BR005,Business,801623504.83,7.61,2025-12-31,12,536417474.48,Current,High
L000385,C06342,BR049,Business,367639146.98,11.31,2025-05-15,12,284879818.54,Late,High
L000386,C00845,BR050,Auto,74889886.17,8.37,2024-11-23,60,19610731.41,Current,Low
L000387,C02861,BR048,Auto,284455107.12,7.42,2024-02-24,72,111394177.41,Current,Low
L000388,C01055,BR047,Auto,240765444.92,10.0,2022-04-24,60,175919944.84,Current,Low
L000389,C03246,BR003,Personal,86178038.29,10.7,2025-10-14,48,18331237.71,Current,Low
L000390,C07906,BR048,Mortgage,1392576731.66,9.11,2025-11-06,240,593044562.14,Current,Medium
L000391,C07231,BR036,Personal,100675960.88,12.02,2026-08-19,36,41159785.8,Current,Low
L000392,C08122,BR041,Auto,69859618.02,9.56,2026-07-30,36,12653627.59,Current,Low
L000393,C02841,BR007,Mortgage,1169029190.22,8.59,2025-10-12,300,898253078.61,Current,Low
L000394,C06414,BR046,Business,412584410.32,13.2,2024-05-05,36,140456838.54,Current,Low
L000395,C05970,BR047,Business,998966224.15,12.1,2025-03-15,12,410943774.22,Late,High
L000396,C08329,BR026,Personal,125101214.87,16.83,2026-07-05,12,76643124.02,Current,Medium
L000397,C06749,BR001,Mortgage,1019019845.46,7.67,2025-04-02,120,545066559.54,Late,High
L000398,C00252,BR037,Mortgage,456306428.11,6.09,2025-03-30,120,71434803.68,Current,Medium
L000399,C09162,BR046,Mortgage,1041365278.91,5.85,2024-12-06,300,229093715.3,Current,Medium
L000400,C07901,BR024,Business,722707356.44,8.39,2022-07-20,84,511465936.12,Current,Low
L000401,C06636,BR032,Personal,142866140.53,14.98,2026-02-17,12,56117977.81,Current,Low
L000402,C08623,BR013,Auto,194781500.39,10.38,2022-02-02,36,27011237.57,Current,Low
L000403,C01117,BR040,Business,584582843.98,10.15,2026-07-18,60,279188612.62,Current,Medium
L000404,C07449,BR008,Mortgage,1171636502.4,6.12,2024-12-19,120,1081455656.97,Default,High
L000405,C07074,BR013,Personal,108522924.12,11.11,2023-05-01,36,20227025.76,Current,Low
L000406,C01385,BR037,Mortgage,666860564.38,5.8,2025-06-29,240,358794127.16,Current,High
L000407,C09225,BR007,Mortgage,325173679.41,7.62,2025-03-30,120,225635773.25,Current,Low
L000408,C04048,BR027,Mortgage,3269242326.48,9.09,2025-01-18,240,2538893620.51,Current,Medium
L000409,C03326,BR021,Mortgage,520925382.31,7.91,2023-10-31,120,171923133.41,Current,Medium
L000410,C06803,BR038,Business,435207607.15,9.6,2024-01-26,60,209783488.4,Current,Low
L000411,C01408,BR002,Mortgage,918973432.76,10.06,2023-10-22,120,144764431.61,Current,High
L000412,C01429,BR014,Auto,249387236.86,7.48,2026-04-16,72,76976086.73,Current,Low
L000413,C02899,BR037,Mortgage,6255421745.66,8.88,2026-07-26,240,2650758498.71,Late,Medium
L000414,C05298,BR030,Personal,567178669.41,10.4,2024-01-15,60,58423754.74,Current,Low
L000415,C00271,BR049,Personal,105071520.41,17.8,2025-04-01,12,42375221.43,Current,Low
L000416,C03304,BR022,Mortgage,919280194.73,7.96,2026-07-11,300,345244617.86,Current,Medium
L000417,C08023,BR040,Personal,165682668.95,17.35,2023-12-02,12,84172658.16,Current,Low
L000418,C02218,BR003,Auto,141163270.71,9.14,2024-09-18,48,81671282.35,Current,Medium
L000419,C01361,BR033,Auto,219932097.63,10.12,2025-02-10,72,183864949.54,Late,High
L000420,C06946,BR038,Personal,93969860.49,15.5,2025-03-29,12,50382283.75,Current,Low
L000421,C07347,BR009,Auto,307030604.13,12.44,2022-04-10,36,48013013.09,Current,Medium
L000422,C07040,BR031,Business,477548679.85,12.62,2026-01-14,12,344533225.32,Current,Medium
L000423,C03836,BR022,Mortgage,394864809.71,8.78,2025-06-26,300,198539172.06,Current,Medium
L000424,C02008,BR038,Personal,105849358.36,15.63,2024-08-16,12,65986796.77,Late,High
L000425,C09994,BR032,Auto,113293228.66,7.91,2026-06-30,48,32288924.6,Current,Low
L000426,C03470,BR019,Personal,58646938.61,13.26,2024-01-09,48,34564633.7,Current,Low
L000427,C04047,BR017,Personal,64980200.4,13.57,2026-02-01,12,15763929.54,Current,Low
L000428,C04435,BR013,Mortgage,479225156.75,7.47,2024-09-28,300,353384269.29,Late,High
L000429,C02337,BR047,Auto,137958141.41,12.45,2024-04-23,72,47239803.8,Current,Low
L000430,C05888,BR011,Mortgage,346942352.8,6.93,2024-01-09,180,67437628.61,Current,Medium
L000431,C08328,BR008,Mortgage,989495710.7,8.18,2023-01-15,180,323718146.35,Current,Medium
L000432,C04562,BR003,Mortgage,1774969662.01,8.92,2023-08-12,120,250405994.71,Current,Medium
L000433,C09217,BR050,Personal,439170846.36,16.83,2026-08-01,12,233237443.26,Current,Low
L000434,C04501,BR043,Personal,809316163.83,15.22,2026-05-26,48,120767949.8,Current,Low
L000435,C09095,BR044,Personal,81366136.58,17.58,2021-02-27,48,39811595.39,Current,Low
L000436,C02932,BR036,Personal,322645470.4,17.03,2023-02-07,48,295937829.74,Default,Low
L000437,C05383,BR011,Auto,619450371.03,11.67,2026-05-18,36,532787761.2,Default,High
L000438,C08658,BR048,Mortgage,519279873.29,9.8,2026-02-09,180,190829394.6,Current,Low
L000439,C03228,BR027,Personal,44710796.51,13.88,2024-04-15,36,15165025.93,Current,Low
L000440,C09883,BR002,Auto,411612618.53,10.88,2024-03-10,72,234389255.19,Current,Medium
L000441,C07027,BR031,Mortgage,216855607.39,7.24,2023-08-18,240,156833640.29,Current,Medium
L000442,C00688,BR010,Auto,231809446.91,8.49,2023-02-21,48,58251304.06,Current,Low
L000443,C01193,BR001,Mortgage,634033681.08,6.17,2026-06-18,300,432713125.48,Current,High
L000444,C01201,BR047,Personal,150446804.01,16.46,2025-12-22,48,93351744.2,Current,Low
L000445,C00759,BR038,Personal,239673175.75,13.75,2020-10-10,24,103488303.19,Late,High
L000446,C01346,BR027,Auto,66242828.91,11.69,2026-08-15,36,51626113.45,Current,Medium
L000447,C01306,BR017,Mortgage,484856547.88,6.94,2026-05-16,240,370715750.57,Current,Low
L000448,C03519,BR010,Personal,175594087.74,11.93,2025-02-12,60,38673000.79,Current,Low
L000449,C08661,BR040,Personal,2905831853.95,10.93,2025-10-11,48,1498909687.6,Current,Low
L000450,C03240,BR032,Mortgage,1984288630.55,9.49,2020-09-07,180,453085837.98,Current,Medium
L000451,C06483,BR026,Auto,113113380.7,11.78,2023-08-10,48,56577173.72,Current,Low
L000452,C08111,BR012,Mortgage,425911302.87,7.8,2026-07-01,120,293364748.62,Current,Medium
L000453,C08900,BR035,Mortgage,1214507740.6,5.75,2024-04-19,180,641142136.88,Current,Low
L000454,C02618,BR048,Personal,209299837.9,17.58,2025-12-27,48,63840153.37,Current,Low
L000455,C09710,BR002,Mortgage,239997514.48,7.66,2026-07-31,240,103834634.76,Current,Low
L000456,C06622,BR034,Personal,306238377.54,14.16,2026-01-17,60,211676943.78,Current,Low
L000457,C08963,BR037,Personal,797275898.59,14.09,2025-04-04,48,535890087.41,Current,Low
L000458,C01157,BR017,Personal,163163290.78,10.76,2026-05-24,12,47006448.38,Current,Medium
L000459,C03757,BR012,Personal,117199544.25,14.35,2020-08-16,24,57379366.87,Current,High
L000460,C05346,BR050,Personal,178971685.63,11.07,2026-01-19,60,91876272.75,Late,Medium
L000461,C07249,BR036,Mortgage,4334195857.29,6.96,2023-07-05,180,3158247219.98,Current,Medium
L000462,C06696,BR048,Auto,214254769.27,11.93,2026-07-22,36,162807590.6,Current,Medium
L000463,C08884,BR041,Personal,48729574.42,16.86,2024-11-02,12,28659965.32,Current,Medium
L000464,C00124,BR050,Personal,86242088.2,10.88,2026-08-08,36,17663583.65,Current,Medium
L000465,C01022,BR008,Business,657707636.43,14.74,2026-08-24,60,435317179.2,Current,Medium
L000466,C06095,BR045,Mortgage,1076770237.53,8.08,2022-08-13,120,591994116.21,Current,Low
L000467,C03620,BR028,Personal,142111763.93,16.3,2024-07-14,60,35437328.44,Current,Low
L000468,C01525,BR001,Mortgage,2050510085.82,9.28,2021-05-23,120,218904436.2,Current,Medium
L000469,C04292,BR044,Business,1415482135.15,7.56,2021-05-19,60,999282510.99,Current,Medium
L000470,C00533,BR049,Personal,94581187.04,17.9,2025-02-06,24,65313096.88,Current,Low
L000471,C05737,BR046,Personal,47043497.69,11.39,2023-03-13,12,13442658.78,Current,Low
L000472,C06544,BR008,Auto,102058116.76,10.33,2022-10-25,60,60483888.05,Current,Low
L000473,C06109,BR020,Mortgage,1573422904.82,9.94,2026-05-14,240,212116547.8,Current,Medium
L000474,C06645,BR017,Auto,186151337.2,9.15,2022-06-30,72,128506900.82,Current,Low
L000475,C02232,BR022,Business,771787628.01,14.1,2024-02-21,24,451559542.31,Late,Low
L000476,C01317,BR011,Auto,693092995.02,12.49,2026-04-16,60,249455749.87,Current,Low
L000477,C00557,BR048,Mortgage,947286184.43,6.69,2023-12-30,180,404522719.15,Late,High
L000478,C06820,BR039,Auto,191806552.03,8.15,2023-09-12,60,52556023.75,Current,High
L000479,C04846,BR040,Auto,166035221.94,10.38,2026-08-23,36,81192292.63,Current,Low
L000480,C07325,BR049,Mortgage,522154563.21,5.55,2025-04-01,120,62907591.41,Current,Medium
L000481,C06259,BR039,Auto,384770508.95,7.63,2026-03-11,36,87115223.96,Current,Low
L000482,C01926,BR040,Personal,159191049.29,12.58,2022-06-29,48,63562684.67,Current,Medium
L000483,C00412,BR005,Business,852101607.68,9.53,2026-02-25,36,115908399.55,Current,Low
L000484,C09981,BR022,Mortgage,382340181.05,9.74,2021-04-29,180,251667450.09,Current,Medium
L000485,C08271,BR034,Personal,817165263.87,12.03,2024-11-30,48,171689003.72,Current,Low
L000486,C07055,BR047,Personal,196293855.92,13.73,2025-05-07,12,103157691.86,Current,Low
L000487,C02479,BR012,Business,340317066.87,7.8,2026-01-19,84,251984579.87,Current,Low
L000488,C03896,BR020,Business,343385003.53,12.35,2021-10-23,24,240731723.11,Current,Medium
L000489,C08131,BR002,Personal,55881585.36,14.65,2026-02-16,24,44631238.59,Current,Low
L000490,C07257,BR047,Mortgage,703988840.06,8.62,2026-08-27,300,359055398.23,Current,Medium
L000491,C02320,BR032,Auto,450506019.8,10.56,2023-11-23,72,325899046.39,Current,Low
L000492,C04710,BR038,Personal,354160833.73,14.42,2021-10-29,12,161306620.71,Current,Low
L000493,C00350,BR007,Business,2871736790.52,11.67,2025-02-11,36,2228336542.29,Current,Low
L000494,C07469,BR030,Personal,283606622.52,15.14,2022-05-17,24,150951595.22,Current,Low
L000495,C09692,BR036,Business,672763947.68,12.72,2026-05-28,60,372351275.4,Current,Low
L000496,C08182,BR048,Personal,153587378.81,11.54,2022-12-14,12,44595832.67,Current,Medium
L000497,C02577,BR012,Mortgage,244170344.3,8.32,2026-08-09,240,63774289.21,Current,Low
L000498,C04787,BR030,Mortgage,237799955.37,9.95,2025-08-30,300,145806712.63,Current,Medium
L000499,C00628,BR050,Mortgage,449242532.51,10.5,2021-11-16,240,282392494.25,Late,High
L000500,C05355,BR033,Auto,1065459141.48,7.41,2023-11-25,48,427200159.39,Current,Low
L000501,C04246,BR027,Mortgage,1553698390.28,8.7,2026-01-23,120,762995080.23,Current,High
L000502,C03114,BR005,Business,475575655.51,14.93,2025-02-11,84,194564474.81,Current,High
L000503,C08411,BR046,Personal,151264641.78,12.22,2024-07-08,36,20051739.75,Current,Low
L000504,C03475,BR008,Personal,80762658.68,13.12,2024-05-15,60,15222055.26,Current,Medium
L000505,C06936,BR044,Auto,234786444.92,8.6,2026-05-10,36,147359016.25,Current,High
L000506,C00834,BR028,Business,408962149.59,14.69,2023-04-23,60,259608206.68,Current,Medium
L000507,C09357,BR037,Personal,347807179.31,14.7,2026-08-19,24,117603593.49,Current,Medium
L000508,C06822,BR010,Personal,131270251.15,10.23,2025-09-02,60,83304021.61,Current,Medium
L000509,C08326,BR046,Mortgage,1118861105.33,8.51,2026-04-24,300,709974443.69,Current,Medium
L000510,C00803,BR030,Mortgage,227897456.89,10.35,2025-11-20,120,64574948.59,Current,Low
L000511,C09846,BR008,Mortgage,703750593.25,9.6,2023-02-12,120,139032462.11,Current,High
L000512,C08527,BR022,Auto,598641761.71,7.68,2026-01-02,36,109227736.61,Current,Low
L000513,C07923,BR030,Auto,121700723.32,12.23,2025-06-05,36,69687228.14,Current,Low
L000514,C00915,BR014,Personal,39823767.63,13.13,2025-05-22,48,23620846.74,Current,Medium
L000515,C07148,BR019,Personal,642712790.92,12.4,2023-09-03,24,145294838.91,Current,Low
L000516,C02173,BR011,Mortgage,368017644.61,10.07,2026-03-14,240,167016356.54,Late,Medium
